bb_id,player_id,bat_speed,attack_angle,squared_up_pct,swing_length,pitch_speed,exit_velocity,launch_angle,is_barrel,is_hard_hit,is_sweet_spot,xwoba_est
5573,100028,72.0,10.9,29.3,7.63,91.0,77.8,24.3,0,0,1,0.207
5574,100028,76.8,22.3,34.2,7.86,93.2,119.0,-6.8,0,1,0,0.287
5575,100028,80.8,11.9,28.1,8.39,93.2,89.6,-5.5,0,0,0,0.175
5576,100028,78.6,10.7,31.9,8.64,95.5,87.8,12.2,0,0,1,0.422
5577,100028,80.4,13.4,26.8,8.23,85.4,93.7,20.6,0,0,1,0.577
5578,100028,80.1,11.1,25.3,8.32,94.0,87.5,-8.2,0,0,0,0.04
5579,100028,76.8,20.6,21.4,7.76,91.4,93.0,13.6,0,0,1,0.55
5580,100028,74.3,24.8,27.5,7.62,91.0,78.4,3.2,0,0,0,0.209
5581,100028,73.3,13.5,26.9,7.68,89.0,99.4,9.4,0,1,1,0.706
5582,100028,70.6,16.7,47.5,7.77,92.2,107.3,6.3,0,1,0,0.746
5583,100028,81.1,19.3,39.5,8.16,91.7,101.9,11.0,0,1,1,0.83
5584,100028,75.4,14.1,28.8,7.65,92.0,78.9,22.6,0,0,1,0.298
5585,100028,70.1,8.2,26.1,8.17,87.8,79.7,11.9,0,0,1,0.29
5586,100028,81.3,11.0,35.9,7.97,93.8,102.1,18.3,0,1,1,0.794
5587,100028,77.0,15.9,48.5,7.88,90.7,94.0,14.3,0,0,1,0.65
5588,100028,80.3,15.8,37.6,8.39,87.8,91.5,25.2,0,0,1,0.525
5589,100028,75.6,2.7,13.7,7.74,91.6,94.0,2.3,0,0,0,0.457
5590,100028,73.6,10.8,38.3,8.58,90.8,97.7,4.5,0,1,0,0.409
5591,100028,78.3,9.0,40.0,8.37,93.6,102.5,16.5,0,1,1,0.792
5592,100028,78.6,18.8,51.0,7.73,91.5,111.5,13.3,1,1,1,0.925
5593,100028,75.5,9.3,27.7,8.5,88.4,90.3,5.0,0,0,0,0.316
5594,100028,81.6,10.7,31.4,7.69,90.4,98.1,24.6,0,1,1,0.612
5595,100028,80.2,10.5,34.4,8.53,87.5,102.4,23.2,1,1,1,0.644
5596,100028,78.8,18.2,22.8,8.2,97.5,100.5,14.4,0,1,1,0.772
5597,100028,72.4,19.3,22.0,7.53,98.0,92.7,30.6,0,0,1,0.313
5598,100028,71.9,16.4,33.9,7.63,98.5,106.9,-0.2,0,1,0,0.414
5599,100028,81.2,20.1,15.4,7.94,91.4,90.3,16.3,0,0,1,0.485
5600,100028,68.3,20.9,17.6,8.38,98.0,71.6,11.1,0,0,1,0.131
5601,100028,76.3,2.6,37.8,8.02,94.9,108.3,2.6,0,1,0,0.614
5602,100028,77.2,17.0,34.8,8.01,90.6,95.1,26.6,0,1,1,0.53
5603,100028,74.8,11.2,42.0,8.09,91.3,92.8,18.5,0,0,1,0.595
5604,100028,76.5,5.9,34.5,7.38,92.9,103.1,11.4,0,1,1,0.759
5605,100028,78.2,11.5,30.2,8.37,93.9,99.4,13.3,0,1,1,0.751
5606,100028,74.4,17.9,42.3,8.55,94.8,89.1,15.8,0,0,1,0.506
5607,100028,80.0,22.2,26.1,8.36,93.5,101.0,37.8,1,1,0,0.24
5608,100028,78.8,5.4,26.9,7.93,92.3,110.5,-14.7,0,1,0,0.167
5609,100028,75.9,17.2,29.5,7.77,98.2,97.9,8.5,0,1,1,0.612
5610,100028,73.5,25.3,34.4,7.7,93.1,92.6,30.6,0,0,1,0.294
5611,100028,76.3,24.5,29.4,7.68,92.9,80.0,44.3,0,0,0,0.146
5612,100028,84.0,-7.3,16.0,8.87,92.7,110.2,-11.7,0,1,0,0.051
5613,100028,73.7,26.5,27.5,8.05,93.1,86.9,23.1,0,0,1,0.425
5614,100028,82.4,19.2,29.8,8.4,88.7,86.0,2.5,0,0,0,0.375
5615,100028,69.9,-0.4,31.2,8.38,90.0,90.6,-7.4,0,0,0,0.136
5616,100028,73.3,8.9,25.8,8.13,102.1,100.7,18.1,0,1,1,0.799
5617,100028,74.5,21.0,34.9,7.75,87.7,105.1,41.5,1,1,0,0.071
5618,100028,80.2,15.6,14.8,8.26,94.5,84.0,11.8,0,0,1,0.366
5619,100028,76.8,10.0,34.0,7.7,94.7,96.6,-0.4,0,1,0,0.353
5620,100028,81.6,13.9,47.1,8.29,97.0,108.5,14.8,1,1,1,0.98
5621,100028,75.3,16.7,24.3,7.72,94.8,99.5,-4.2,0,1,0,0.265
5622,100028,76.4,10.0,30.6,7.93,100.1,101.6,26.1,1,1,1,0.534
5623,100028,75.4,12.7,27.7,7.93,94.3,95.2,-3.3,0,1,0,0.234
5624,100028,84.0,18.8,27.9,8.57,98.2,108.2,22.9,1,1,1,0.779
5625,100028,72.4,9.3,20.3,7.23,97.1,75.8,13.1,0,0,1,0.166
5626,100028,74.7,5.3,49.0,8.89,98.9,108.3,13.5,1,1,1,0.996
5627,100028,72.9,9.6,33.7,7.8,93.6,96.0,13.0,0,1,1,0.76
5628,100028,78.8,8.1,23.7,8.04,94.9,93.1,8.2,0,0,1,0.471
5629,100028,72.3,9.8,22.6,8.22,92.2,85.3,15.4,0,0,1,0.532
5630,100028,83.5,3.1,30.7,8.19,94.1,101.7,14.0,0,1,1,0.762
5631,100028,76.9,14.9,9.5,8.37,94.3,79.5,38.2,0,0,0,0.013
5632,100028,78.2,18.7,40.1,8.29,86.2,121.0,4.3,1,1,0,0.741
5633,100028,78.4,8.6,25.2,8.79,93.0,105.1,-15.3,0,1,0,0.088
5634,100028,76.5,9.6,33.8,8.33,96.6,106.8,-10.6,0,1,0,0.222
5635,100028,77.1,12.3,34.2,8.04,88.8,91.9,-11.2,0,0,0,0.113
5636,100028,76.9,8.0,39.3,7.89,90.0,91.1,-7.6,0,0,0,0.168
5637,100028,78.6,19.4,34.8,7.88,97.5,98.0,2.1,0,1,0,0.509
5638,100028,73.5,8.1,37.1,8.53,98.2,98.4,2.7,0,1,0,0.533
5639,100028,72.8,10.3,39.8,8.69,91.3,84.4,21.4,0,0,1,0.294
5640,100028,79.7,8.9,26.9,8.43,94.1,99.8,17.0,0,1,1,0.757
5641,100028,76.6,19.5,50.5,6.97,93.2,114.9,11.4,1,1,1,0.955
5642,100028,69.0,12.1,33.4,7.29,97.6,72.9,5.1,0,0,0,0.164
5643,100028,74.8,25.4,29.8,8.08,91.6,85.3,51.6,0,0,0,0.068
5644,100028,82.4,15.6,22.1,8.02,92.2,105.2,23.3,1,1,1,0.73
5645,100028,76.0,20.4,28.1,8.09,98.2,97.7,22.7,0,1,1,0.639
5646,100028,74.6,11.5,33.9,8.52,90.0,87.2,13.1,0,0,1,0.375
5647,100028,70.9,7.8,31.0,8.5,91.8,97.0,4.1,0,1,0,0.447
5648,100028,74.5,13.3,47.4,8.14,94.0,97.5,39.3,0,1,0,0.052
5649,100028,72.2,9.4,26.4,7.55,98.8,88.8,6.9,0,0,0,0.461
5650,100028,78.2,1.5,36.5,7.65,89.3,88.9,3.4,0,0,0,0.39
5651,100028,76.8,19.5,19.4,8.1,91.0,89.0,-1.9,0,0,0,0.289
5652,100028,75.2,13.7,50.8,8.22,95.6,114.0,5.4,1,1,0,0.768
5653,100028,73.7,9.3,18.7,7.65,96.1,83.3,2.1,0,0,0,0.281
5654,100028,82.4,15.7,49.8,8.31,94.2,115.4,22.0,1,1,1,0.824
5655,100028,73.9,13.7,28.8,7.47,93.1,91.7,3.7,0,0,0,0.356
5656,100028,73.9,21.9,8.9,7.15,94.0,90.9,22.6,0,0,1,0.505
5657,100028,75.7,16.1,42.9,7.77,88.2,95.9,8.2,0,1,1,0.644
5658,100028,76.2,12.5,30.9,8.56,93.9,108.3,-1.8,0,1,0,0.418
5659,100028,78.4,17.6,25.8,8.61,98.7,101.0,2.8,0,1,0,0.553
5660,100028,80.1,13.3,36.2,7.52,88.9,101.8,11.0,0,1,1,0.859
5661,100028,79.9,14.6,36.4,7.55,90.8,102.4,15.9,0,1,1,0.76
5662,100028,84.0,20.8,34.0,8.35,92.1,98.3,18.3,0,1,1,0.717
5663,100028,70.2,6.5,40.9,7.92,92.3,91.0,-4.4,0,0,0,0.316
5664,100028,77.5,8.3,32.5,8.56,99.9,100.5,6.5,0,1,0,0.717
5665,100028,74.6,11.0,36.3,8.34,90.2,85.8,6.8,0,0,0,0.348
5666,100028,84.0,11.8,25.1,8.4,89.5,91.8,-1.7,0,0,0,0.285
5667,100028,77.3,20.4,37.4,7.79,96.2,91.9,21.5,0,0,1,0.521
5668,100028,68.9,5.0,25.2,8.23,91.2,90.9,28.5,0,0,1,0.405
5669,100028,78.3,13.3,19.4,8.78,96.3,96.1,11.3,0,1,1,0.692
5670,100028,77.6,10.2,28.1,8.13,92.8,105.2,-8.8,0,1,0,0.221
5671,100028,79.5,23.7,27.5,8.06,95.1,93.2,42.8,0,0,0,0.114
5672,100028,73.9,18.8,38.9,7.93,88.0,89.4,35.1,0,0,0,0.2
5673,100028,77.9,14.9,16.3,7.52,95.1,76.4,33.5,0,0,0,0.095
5674,100028,75.6,19.3,40.5,7.69,94.3,102.1,18.7,0,1,1,0.794
5675,100028,74.1,5.6,24.2,7.77,92.6,101.5,-4.6,0,1,0,0.281
5676,100028,77.9,25.6,6.7,7.5,89.2,81.8,14.0,0,0,1,0.376
5677,100028,77.2,8.4,18.6,7.54,94.3,89.7,23.3,0,0,1,0.394
5678,100028,80.6,21.0,27.2,7.22,96.0,96.9,41.9,0,1,0,0.171
5679,100028,76.7,16.8,34.3,7.8,91.6,99.0,4.8,0,1,0,0.577
5680,100028,78.9,15.1,28.8,8.32,91.7,104.0,-17.7,0,1,0,0.025
5681,100028,72.0,20.8,18.6,7.97,96.3,102.3,20.5,1,1,1,0.818
5682,100028,81.9,19.4,22.7,7.97,99.5,100.6,7.7,0,1,0,0.628
5683,100028,73.7,14.1,18.7,8.35,96.8,92.2,4.9,0,0,0,0.429
5684,100028,80.0,10.9,32.5,8.67,94.3,96.9,7.8,0,1,0,0.642
5685,100028,77.6,14.2,29.2,8.87,92.6,94.1,19.5,0,0,1,0.613
5686,100028,77.1,12.9,35.9,8.13,93.4,97.3,2.7,0,1,0,0.457
5687,100028,79.5,15.6,13.3,7.98,88.9,84.0,17.4,0,0,1,0.478
5688,100029,75.9,12.3,24.2,7.13,93.1,98.3,9.8,0,1,1,0.73
5689,100029,74.1,16.7,22.5,7.4,85.4,65.4,-3.3,0,0,0,0.149
5690,100029,77.6,17.7,3.0,7.18,95.4,105.5,12.1,0,1,1,0.913
5691,100029,73.4,15.7,26.8,7.22,91.9,86.9,19.9,0,0,1,0.472
5692,100029,76.9,15.2,5.7,7.81,89.1,91.6,6.8,0,0,0,0.468
5693,100029,66.4,10.8,29.7,7.54,91.0,91.1,12.7,0,0,1,0.579
5694,100029,76.6,11.2,25.8,7.27,94.2,92.9,18.2,0,0,1,0.626
5695,100029,74.2,13.4,32.1,7.48,93.7,92.2,18.8,0,0,1,0.531
5696,100029,74.3,8.7,18.5,7.45,95.8,78.1,17.2,0,0,1,0.297
5697,100029,70.3,8.0,24.7,7.55,95.0,76.8,5.6,0,0,0,0.138
5698,100029,72.7,13.9,30.9,7.0,89.4,90.1,4.5,0,0,0,0.311
5699,100029,72.6,20.4,15.7,7.15,83.2,70.1,1.3,0,0,0,0.063
5700,100029,69.2,2.0,30.3,7.03,93.9,103.6,0.9,0,1,0,0.469
5701,100029,74.9,12.1,29.8,7.22,95.7,94.8,5.1,0,0,0,0.569
5702,100029,79.5,16.1,23.2,7.28,92.8,111.1,14.6,1,1,1,1.023
5703,100029,68.1,20.9,39.5,7.17,95.8,90.4,-6.0,0,0,0,0.275
5704,100029,75.4,25.3,29.4,7.8,90.0,87.8,5.5,0,0,0,0.42
5705,100029,71.9,12.9,8.6,8.18,92.3,84.8,19.5,0,0,1,0.388
5706,100029,71.5,26.3,33.9,7.82,90.3,90.1,5.0,0,0,0,0.361
5707,100029,73.8,17.2,18.2,7.33,95.9,95.4,14.7,0,1,1,0.633
5708,100029,73.9,19.3,32.1,7.61,90.3,105.4,8.5,0,1,1,0.89
5709,100029,74.2,8.1,27.3,7.51,100.7,102.7,-3.6,0,1,0,0.373
5710,100029,69.2,17.2,3.0,7.32,91.7,86.2,18.3,0,0,1,0.468
5711,100029,77.7,19.9,30.2,8.0,96.3,103.4,20.2,1,1,1,0.819
5712,100029,73.8,10.3,22.4,8.23,91.8,83.7,17.4,0,0,1,0.385
5713,100029,75.8,-1.2,20.1,7.02,98.2,99.8,-15.5,0,1,0,0.038
5714,100029,78.2,15.4,20.5,8.04,98.0,98.0,3.9,0,1,0,0.545
5715,100029,66.2,13.2,32.0,7.32,92.4,82.6,27.8,0,0,1,0.286
5717,100029,72.9,11.2,35.1,7.63,98.0,95.0,16.0,0,1,1,0.637
5718,100029,77.4,10.2,10.1,8.07,94.6,94.6,3.8,0,0,0,0.435
5719,100029,70.5,7.4,27.3,7.63,90.3,89.1,13.3,0,0,1,0.638
5720,100029,77.1,10.7,31.8,7.68,93.7,96.2,-21.7,0,1,0,0.11
5721,100029,69.5,30.5,31.6,7.83,90.9,88.4,45.4,0,0,0,0.127
5722,100029,75.1,4.9,26.2,7.89,94.0,88.8,-1.0,0,0,0,0.275
5723,100029,74.6,6.4,22.5,7.71,90.7,78.9,-9.8,0,0,0,0.156
5724,100029,72.9,14.1,19.3,7.89,94.8,93.5,0.3,0,0,0,0.397
5725,100029,69.6,26.3,12.9,7.32,87.2,70.5,22.9,0,0,1,0.006
5726,100029,72.1,18.9,18.0,6.92,89.6,84.8,17.5,0,0,1,0.462
5727,100029,77.0,23.8,15.4,8.17,90.7,83.3,25.6,0,0,1,0.253
5728,100029,79.2,12.1,13.8,7.17,92.9,94.6,-3.4,0,0,0,0.291
5729,100029,81.0,6.1,41.6,7.34,88.2,100.2,17.4,0,1,1,0.755
5730,100029,75.5,11.8,8.2,7.42,90.4,73.2,4.9,0,0,0,0.156
5731,100029,74.5,13.7,35.2,7.36,96.2,105.1,6.2,0,1,0,0.688
5732,100029,75.2,14.5,12.7,7.28,96.6,78.4,11.6,0,0,1,0.333
5733,100029,80.9,13.2,14.8,7.69,84.6,89.3,21.8,0,0,1,0.499
5734,100029,75.5,18.0,14.6,7.7,91.4,96.2,17.6,0,1,1,0.649
5735,100029,73.9,10.2,13.9,7.75,98.0,79.1,3.1,0,0,0,0.18
5736,100029,72.5,8.9,33.3,7.73,94.9,92.9,4.7,0,0,0,0.48
5737,100029,72.9,7.2,30.1,7.39,94.9,88.8,23.1,0,0,1,0.471
5738,100029,75.0,15.7,22.3,7.39,95.5,91.1,29.4,0,0,1,0.366
5739,100029,70.7,15.1,50.2,7.92,90.1,99.8,19.8,0,1,1,0.689
5740,100029,71.2,21.0,24.3,7.35,94.2,95.8,22.9,0,1,1,0.508
5741,100029,73.3,23.7,25.1,7.34,95.2,84.9,53.8,0,0,0,0.044
5742,100029,71.8,7.2,18.0,7.86,93.9,95.8,13.2,0,1,1,0.653
5743,100029,75.8,14.6,16.8,7.53,92.1,100.6,16.9,0,1,1,0.802
5744,100029,76.1,13.2,19.4,7.35,93.3,91.0,10.6,0,0,1,0.474
5745,100029,74.5,5.2,32.6,7.36,89.5,87.0,9.9,0,0,1,0.434
5746,100029,75.4,11.3,29.9,7.93,95.6,94.1,-28.3,0,0,0,0.09
5747,100029,74.0,23.9,36.7,7.74,88.5,94.3,37.2,0,0,0,0.168
5748,100029,59.1,10.7,17.7,7.61,90.6,89.6,-5.9,0,0,0,0.269
5749,100029,70.2,9.7,30.1,7.12,95.9,89.8,0.3,0,0,0,0.343
5750,100029,76.2,14.1,27.4,7.62,94.5,105.2,-4.1,0,1,0,0.302
5751,100029,70.4,19.9,28.6,7.46,91.8,90.0,10.4,0,0,1,0.547
5752,100029,76.8,12.6,16.3,7.21,87.5,86.7,8.2,0,0,1,0.429
5753,100029,77.0,15.2,14.6,7.32,93.3,84.0,26.8,0,0,1,0.303
5754,100029,72.5,0.7,29.6,7.78,91.3,88.9,17.5,0,0,1,0.504
5755,100029,71.3,17.9,32.8,7.97,95.2,100.3,43.1,1,1,0,0.099
5756,100029,73.6,15.8,18.6,7.16,91.7,79.9,17.1,0,0,1,0.318
5757,100029,73.4,19.8,30.3,7.21,87.4,99.3,16.9,0,1,1,0.865
5758,100029,75.9,3.3,35.9,7.77,88.7,108.6,13.4,1,1,1,0.958
5759,100029,64.6,12.6,21.1,7.39,92.0,75.8,1.5,0,0,0,0.237
5760,100029,70.8,20.2,10.8,7.73,93.9,90.7,7.7,0,0,0,0.47
5761,100029,69.7,11.1,12.0,7.38,89.4,88.1,6.3,0,0,0,0.476
5762,100029,64.0,14.8,18.1,7.73,90.8,85.8,14.3,0,0,1,0.404
5763,100029,71.7,12.0,20.3,7.05,96.3,81.2,-14.9,0,0,0,0.148
5764,100029,67.8,12.1,24.1,7.72,97.4,85.1,26.0,0,0,1,0.422
5765,100029,72.1,21.5,24.3,6.8,94.5,87.7,24.6,0,0,1,0.374
5766,100029,71.7,5.9,21.9,7.86,92.5,104.4,16.3,1,1,1,0.911
5767,100029,75.3,14.2,30.9,7.52,91.3,93.8,-6.3,0,0,0,0.28
5768,100029,72.6,16.0,17.3,7.69,95.4,84.0,7.3,0,0,0,0.248
5769,100029,67.1,20.1,36.5,7.61,92.4,81.2,10.8,0,0,1,0.375
5770,100029,74.9,13.7,33.4,6.93,96.7,87.8,11.1,0,0,1,0.514
5771,100029,82.7,20.3,32.7,8.01,96.9,95.9,19.8,0,1,1,0.681
5772,100029,77.6,14.1,18.2,7.65,94.9,92.8,25.4,0,0,1,0.46
5773,100029,76.1,15.2,23.4,7.8,91.8,78.5,16.5,0,0,1,0.289
5774,100029,72.8,14.9,31.4,7.25,92.0,86.7,5.3,0,0,0,0.374
5775,100029,71.7,18.4,22.6,7.62,87.7,70.1,46.8,0,0,0,0.091
5776,100029,71.4,17.7,17.8,7.07,93.3,96.4,14.3,0,1,1,0.557
5777,100029,74.5,7.8,17.5,7.58,93.2,87.4,-4.0,0,0,0,0.274
5778,100029,69.2,15.8,17.9,7.2,88.7,84.5,-8.7,0,0,0,0.15
5779,100029,74.4,17.7,13.5,9.28,101.8,77.1,18.9,0,0,1,0.239
5780,100029,71.0,23.2,51.8,7.74,95.4,112.5,32.2,1,1,0,0.432
5781,100029,67.0,8.4,5.9,8.0,90.6,87.0,-6.4,0,0,0,0.132
5782,100029,71.0,17.7,15.2,7.44,100.7,85.0,25.8,0,0,1,0.361
5783,100029,78.3,12.4,30.2,7.67,91.8,91.7,13.5,0,0,1,0.509
5784,100029,74.1,15.6,18.0,7.85,96.4,92.0,-7.4,0,0,0,0.157
5785,100029,60.0,8.0,21.1,7.16,93.8,84.1,16.2,0,0,1,0.433
5786,100029,71.0,14.4,28.2,7.3,91.9,96.7,10.9,0,1,1,0.645
5787,100029,77.0,16.4,34.3,7.87,92.3,102.8,1.7,0,1,0,0.448
5788,100029,72.4,8.6,21.9,7.46,98.5,96.8,21.1,0,1,1,0.648
5789,100029,75.5,23.2,33.2,7.27,96.6,90.6,35.3,0,0,0,0.224
5790,100029,72.0,5.2,8.4,7.31,93.1,87.6,-9.7,0,0,0,0.215
5791,100029,74.2,17.7,18.7,7.1,86.3,81.6,21.5,0,0,1,0.322
5792,100029,73.7,-0.1,29.2,6.85,94.6,71.1,2.5,0,0,0,0.045
5793,100029,71.1,12.9,43.2,6.94,89.1,92.8,12.0,0,0,1,0.574
5794,100029,75.7,17.3,15.3,7.55,95.4,82.1,10.6,0,0,1,0.407
5795,100029,79.4,18.7,13.6,7.77,91.0,89.7,16.8,0,0,1,0.52
5796,100029,75.0,13.8,27.7,8.41,91.4,99.1,26.0,1,1,1,0.543
5797,100029,73.9,13.0,25.0,7.52,91.3,91.3,18.3,0,0,1,0.608
5798,100029,70.3,17.9,17.7,7.08,97.1,101.5,-7.2,0,1,0,0.297
5799,100029,77.1,20.2,12.9,7.52,87.3,80.3,-7.7,0,0,0,0.092
5800,100029,71.6,22.7,19.6,7.78,96.1,69.3,-1.4,0,0,0,0.053
5801,100029,75.7,6.7,29.4,7.89,94.7,96.5,-10.9,0,1,0,0.1
5802,100029,76.4,13.3,21.3,7.86,93.2,85.4,3.4,0,0,0,0.358
5803,100029,77.3,1.3,35.6,7.73,91.9,88.8,-4.6,0,0,0,0.174
5804,100029,77.4,6.3,23.2,7.57,95.2,89.7,5.4,0,0,0,0.396
5805,100029,77.2,10.2,30.2,7.79,92.0,88.4,9.8,0,0,1,0.492
5806,100029,68.8,19.6,27.1,7.12,91.9,81.3,19.0,0,0,1,0.464
5807,100029,70.3,11.6,20.7,6.83,93.7,98.2,26.4,1,1,1,0.518
5808,100029,68.3,12.7,32.4,8.26,99.5,92.4,-9.1,0,0,0,0.12
5809,100029,68.1,16.3,12.9,7.52,88.2,75.9,20.6,0,0,1,0.259
5810,100029,79.3,10.4,19.2,7.72,95.3,105.2,14.7,1,1,1,0.83
5811,100029,69.8,2.5,20.6,6.55,93.0,82.1,-13.9,0,0,0,0.066
5812,100029,69.3,10.0,28.1,8.07,92.7,77.7,16.9,0,0,1,0.28
5813,100029,73.3,13.7,30.5,7.94,88.2,80.2,18.6,0,0,1,0.215
5814,100029,70.7,17.3,16.7,6.98,87.4,81.3,16.7,0,0,1,0.329
5815,100029,82.1,13.2,15.4,7.42,94.7,77.6,-18.2,0,0,0,0.044
5816,100029,72.5,17.2,25.2,7.62,89.1,78.3,29.7,0,0,1,0.077
5817,100029,75.2,20.0,9.9,7.09,97.1,80.7,23.0,0,0,1,0.185
5818,100029,70.6,21.2,34.1,7.7,89.9,101.3,26.4,1,1,1,0.614
5819,100029,67.2,15.5,22.4,7.9,95.4,95.2,-28.6,0,1,0,0.0
5820,100029,70.8,7.6,13.4,7.65,91.5,86.8,0.7,0,0,0,0.201
5821,100029,70.8,7.0,13.2,6.98,91.3,81.1,-11.7,0,0,0,0.043
5822,100029,70.8,7.5,27.5,7.17,90.3,83.6,24.4,0,0,1,0.337
5823,100029,67.5,8.0,27.2,7.49,95.0,90.2,-6.4,0,0,0,0.148
5824,100029,74.1,15.1,17.2,7.44,96.0,101.9,34.3,1,1,0,0.285
5825,100029,72.3,25.8,23.4,7.45,92.4,89.1,38.2,0,0,0,0.19
5826,100029,67.7,15.7,13.8,7.44,95.6,76.1,18.6,0,0,1,0.344
5827,100029,73.9,14.0,22.0,6.9,93.5,87.3,28.7,0,0,1,0.296
5828,100029,76.4,20.2,38.5,7.81,88.8,95.9,8.0,0,1,0,0.605
5829,100029,78.1,9.5,44.7,7.75,94.8,108.7,-0.5,0,1,0,0.586
5830,100029,64.3,20.7,22.5,7.71,92.4,74.9,32.7,0,0,0,0.208
5831,100029,70.8,20.3,28.6,7.68,84.3,91.1,8.0,0,0,1,0.484
5832,100029,68.3,14.8,28.2,7.43,92.1,92.2,-2.4,0,0,0,0.298
5833,100029,71.1,27.0,8.1,7.32,87.6,80.7,22.8,0,0,1,0.31
5834,100029,78.8,21.1,13.6,7.18,89.2,77.6,9.7,0,0,1,0.158
5835,100029,70.8,14.7,3.0,8.07,92.6,74.7,39.0,0,0,0,0.055
5836,100029,71.7,13.6,28.8,7.52,93.2,86.0,23.7,0,0,1,0.411
5837,100029,70.4,11.9,43.0,6.95,90.6,95.8,4.4,0,1,0,0.577
5838,100029,79.7,13.7,34.6,7.52,95.3,94.4,0.7,0,0,0,0.394
5839,100029,64.8,13.8,24.9,6.8,93.1,93.8,18.2,0,0,1,0.623
5840,100029,71.4,12.5,23.6,7.62,92.0,88.8,28.0,0,0,1,0.336
5841,100029,70.3,13.2,21.1,7.58,93.7,71.7,17.0,0,0,1,0.167
5842,100029,67.0,7.3,34.6,7.34,97.7,79.7,-5.1,0,0,0,0.13
5843,100029,77.7,11.0,26.5,7.2,86.0,102.4,-7.6,0,1,0,0.311
5844,100029,66.7,4.9,25.1,7.73,98.0,84.3,0.0,0,0,0,0.255
5845,100029,71.8,16.9,14.0,7.5,91.3,79.0,21.1,0,0,1,0.248
5846,100029,73.2,14.9,30.2,6.85,90.8,101.4,8.8,0,1,1,0.655
5847,100029,70.7,13.7,23.1,7.95,92.1,85.1,26.8,0,0,1,0.332
5848,100029,67.0,19.8,28.3,7.2,90.4,75.8,26.6,0,0,1,0.125
5849,100029,72.9,9.3,34.0,7.07,89.9,83.8,12.4,0,0,1,0.342
5850,100029,70.6,10.2,9.0,8.01,96.5,85.3,16.8,0,0,1,0.461
5851,100029,76.6,5.6,21.7,7.9,94.1,107.8,-12.5,0,1,0,0.161
5852,100029,75.5,20.6,20.3,7.38,86.8,94.5,14.1,0,0,1,0.493
5853,100029,80.9,18.1,19.5,7.09,95.9,89.8,4.6,0,0,0,0.35
5854,100029,74.0,22.4,13.9,7.21,95.3,82.8,27.4,0,0,1,0.207
5855,100029,75.8,24.0,17.6,7.38,88.3,86.9,10.6,0,0,1,0.484
5856,100029,72.2,11.9,14.1,7.96,94.1,66.1,13.0,0,0,1,0.0
5857,100029,80.0,10.2,32.3,7.98,95.7,99.4,8.1,0,1,1,0.787
5858,100029,73.6,3.7,28.1,7.59,87.9,95.2,11.5,0,1,1,0.584
5859,100029,73.2,7.9,27.4,7.76,94.5,106.2,-7.7,0,1,0,0.313
5860,100029,75.6,12.5,6.2,7.46,91.1,90.2,18.4,0,0,1,0.466
5861,100029,71.1,2.1,43.0,7.23,95.4,114.5,-11.8,0,1,0,0.122
5862,100029,71.6,8.0,20.6,7.01,90.2,99.7,-4.5,0,1,0,0.358
5863,100029,75.6,14.0,41.1,7.64,97.1,112.7,12.1,1,1,1,0.898
5864,100029,76.3,19.8,31.6,7.85,92.6,95.5,35.3,0,1,0,0.19
5865,100029,75.8,10.2,22.3,7.35,91.3,92.6,-0.8,0,0,0,0.336
5866,100029,73.2,15.2,43.9,7.95,91.0,84.9,-7.9,0,0,0,0.154
5867,100029,74.6,25.6,29.9,7.4,96.6,95.1,13.4,0,1,1,0.604
5868,100029,77.2,3.6,22.3,7.56,91.0,95.5,-1.4,0,1,0,0.312
5869,100029,69.4,21.0,20.8,7.45,97.2,83.0,45.3,0,0,0,0.077
5870,100029,73.5,16.7,34.3,7.96,94.2,81.9,21.8,0,0,1,0.316
5871,100029,62.5,22.1,19.4,7.7,88.7,91.0,12.3,0,0,1,0.569
5872,100029,76.4,20.3,20.9,7.51,93.6,93.3,18.4,0,0,1,0.733
5873,100029,70.6,10.5,18.8,7.56,93.7,99.1,30.9,1,1,1,0.382
5874,100029,70.7,14.5,17.3,7.12,88.5,88.8,11.3,0,0,1,0.545
5875,100029,73.1,5.7,17.9,6.75,93.5,97.4,2.7,0,1,0,0.545
5876,100029,75.9,11.3,41.3,7.35,95.4,110.7,6.0,1,1,0,0.777
5877,100029,82.6,14.6,34.1,7.46,97.4,96.7,23.7,0,1,1,0.506
5878,100029,67.6,16.3,26.7,7.72,97.3,82.9,9.4,0,0,1,0.39
5879,100029,70.3,19.2,19.3,7.47,101.9,82.7,30.5,0,0,1,0.256
5880,100029,74.4,24.0,19.2,7.37,93.5,79.3,37.8,0,0,0,0.076
5881,100029,70.8,11.8,21.0,6.5,95.4,101.2,19.8,0,1,1,0.815
5882,100029,76.7,21.3,41.5,7.72,91.4,100.9,18.4,0,1,1,0.807
5883,100029,72.9,16.1,27.3,7.61,100.1,96.0,-2.1,0,1,0,0.41
5884,100029,76.9,6.6,31.6,7.82,90.4,83.9,3.7,0,0,0,0.297
5885,100029,72.6,13.6,26.4,7.54,99.9,98.4,4.9,0,1,0,0.556
5886,100029,75.6,15.2,16.1,7.93,99.5,84.6,5.0,0,0,0,0.309
5887,100029,69.9,9.4,25.5,7.34,90.8,97.5,6.3,0,1,0,0.621
